ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603668.SH,20180102,11.73,11.85,11.61,11.79,11.72,0.07,0.6,16781.97,19650.052
603668.SH,20180103,11.76,11.88,11.65,11.86,11.79,0.07,0.59,22168.02,26123.7
603668.SH,20180104,11.86,11.86,11.71,11.75,11.86,-0.11,-0.93,14779.34,17398.585
603668.SH,20180105,11.74,11.86,11.7,11.78,11.75,0.03,0.26,14516.91,17111.338
603668.SH,20180108,11.75,11.8,11.48,11.6,11.78,-0.18,-1.53,18654.34,21599.259
603668.SH,20180109,11.64,11.73,11.62,11.7,11.6,0.1,0.86,15666.25,18292.026
603668.SH,20180110,11.7,11.7,11.42,11.48,11.7,-0.22,-1.88,16523.03,19001.738
603668.SH,20180111,11.56,11.61,11.45,11.57,11.48,0.09,0.78,14157.57,16346.785
603668.SH,20180112,11.55,11.55,11.22,11.26,11.57,-0.31,-2.68,24845.6,28091.037
603668.SH,20180115,11.27,11.3,10.5,10.55,11.26,-0.71,-6.31,30525.94,32934.872
603668.SH,20180116,10.36,10.78,10.35,10.7,10.55,0.15,1.42,16664.42,17742.87
603668.SH,20180117,10.7,10.97,10.67,10.87,10.7,0.17,1.59,19184.06,20825.731
603668.SH,20180118,10.81,10.96,10.72,10.88,10.87,0.01,0.09,12312.0,13358.298
603668.SH,20180119,10.92,11.09,10.78,10.89,10.88,0.01,0.09,16737.4,18334.869
603668.SH,20180122,10.82,11.03,10.7,10.92,10.89,0.03,0.28,14027.59,15231.052
603668.SH,20180123,10.89,11.49,10.89,11.27,10.92,0.35,3.21,29635.19,33433.051
603668.SH,20180124,11.19,11.27,11.1,11.21,11.27,-0.06,-0.53,14969.82,16752.797
603668.SH,20180125,11.22,11.36,11.12,11.14,11.21,-0.07,-0.62,13402.6,15048.763
603668.SH,20180126,11.21,11.21,11.0,11.01,11.14,-0.13,-1.17,11878.57,13128.902
603668.SH,20180129,11.0,11.08,10.74,10.81,11.01,-0.2,-1.82,12338.17,13388.919
603668.SH,20180130,10.85,10.85,10.73,10.78,10.81,-0.03,-0.28,7377.17,7950.685
603668.SH,20180131,10.78,10.79,10.45,10.7,10.78,-0.08,-0.74,12612.57,13334.693
603668.SH,20180201,10.52,10.71,10.12,10.17,10.7,-0.53,-4.95,15040.6,15597.466
603668.SH,20180202,10.22,10.25,10.01,10.18,10.17,0.01,0.1,11202.89,11311.315
603668.SH,20180205,10.02,10.98,9.91,10.46,10.18,0.28,2.75,17991.44,18988.753
603668.SH,20180206,10.09,10.4,9.8,9.85,10.46,-0.61,-5.83,15621.93,15642.342
603668.SH,20180207,10.16,10.2,9.62,9.91,9.85,0.06,0.61,8975.37,8918.351
603668.SH,20180208,9.9,10.04,9.73,10.01,9.91,0.1,1.01,6912.07,6889.75
603668.SH,20180209,9.88,9.96,9.58,9.69,10.01,-0.32,-3.2,11057.77,10770.408
603668.SH,20180212,9.65,9.92,9.56,9.84,9.69,0.15,1.55,12830.97,12565.006
603668.SH,20180213,9.82,9.89,9.76,9.83,9.84,-0.01,-0.1,9568.81,9400.82
603668.SH,20180214,9.85,9.93,9.75,9.92,9.83,0.09,0.92,8086.0,7978.039
603668.SH,20180222,9.96,10.08,9.96,10.03,9.92,0.11,1.11,6537.5,6551.419
603668.SH,20180223,10.03,10.39,9.97,10.17,10.03,0.14,1.4,13731.34,13956.874
603668.SH,20180226,10.18,10.45,10.11,10.29,10.17,0.12,1.18,16995.82,17403.488
603668.SH,20180227,10.25,10.29,10.11,10.14,10.29,-0.15,-1.46,14392.0,14659.692
603668.SH,20180228,10.06,10.12,9.98,10.05,10.14,-0.09,-0.89,10205.2,10241.063
603668.SH,20180301,10.0,10.35,9.96,10.27,10.05,0.22,2.19,22299.24,22768.505
603668.SH,20180302,10.12,10.37,10.12,10.31,10.27,0.04,0.39,16753.93,17215.369
603668.SH,20180305,10.72,11.34,10.71,11.34,10.31,1.03,9.99,47625.16,53522.451
603668.SH,20180306,11.44,12.47,11.35,11.76,11.34,0.42,3.7,147132.33,174370.032
603668.SH,20180307,11.36,11.65,11.19,11.47,11.76,-0.29,-2.47,90698.67,103097.092
603668.SH,20180308,11.3,11.55,11.26,11.36,11.47,-0.11,-0.96,51161.29,58168.484
603668.SH,20180309,11.27,11.45,11.22,11.39,11.36,0.03,0.26,41185.27,46704.29
603668.SH,20180312,11.39,11.95,11.31,11.71,11.39,0.32,2.81,62905.35,73230.966
603668.SH,20180313,11.67,11.67,11.4,11.5,11.71,-0.21,-1.79,32907.55,37853.88
603668.SH,20180314,11.45,11.61,11.4,11.53,11.5,0.03,0.26,24614.2,28388.166
603668.SH,20180315,11.46,11.52,11.03,11.13,11.53,-0.4,-3.47,28951.82,32461.085
603668.SH,20180316,11.1,11.25,11.05,11.12,11.13,-0.01,-0.09,19025.2,21173.837
603668.SH,20180319,11.18,11.66,11.06,11.47,11.12,0.35,3.15,35118.25,40134.54
603668.SH,20180320,11.32,11.41,11.13,11.27,11.47,-0.2,-1.74,20442.4,23003.144
603668.SH,20180321,11.19,11.41,11.08,11.1,11.27,-0.17,-1.51,23602.8,26535.938
603668.SH,20180322,10.96,11.14,10.85,10.92,11.1,-0.18,-1.62,24338.56,26710.15
603668.SH,20180323,10.63,11.58,10.25,10.59,10.92,-0.33,-3.02,58375.36,63555.155
603668.SH,20180326,10.39,10.43,9.55,10.4,10.59,-0.19,-1.79,36343.17,36867.462
603668.SH,20180327,10.45,10.65,10.4,10.58,10.4,0.18,1.73,24409.2,25717.193
603668.SH,20180328,10.53,10.53,10.39,10.42,10.58,-0.16,-1.51,15269.4,15961.029
603668.SH,20180329,10.45,10.65,10.43,10.62,10.42,0.2,1.92,17165.97,18090.155
603668.SH,20180330,10.67,10.87,10.6,10.81,10.62,0.19,1.79,21778.77,23374.428
603668.SH,20180402,10.93,11.08,10.78,10.92,10.81,0.11,1.02,26067.2,28461.232
603668.SH,20180403,10.92,11.3,10.74,11.2,10.92,0.28,2.56,53413.12,59506.799
603668.SH,20180404,11.1,11.88,10.94,11.4,11.2,0.2,1.79,78714.2,89829.327
603668.SH,20180409,10.96,11.25,10.96,11.17,11.4,-0.23,-2.02,36013.8,40096.542
603668.SH,20180410,11.07,11.18,10.85,10.99,11.17,-0.18,-1.61,32620.2,35794.204
603668.SH,20180411,11.03,11.19,10.95,11.17,10.99,0.18,1.64,26779.8,29718.17
603668.SH,20180412,11.12,11.17,10.82,10.84,11.17,-0.33,-2.95,23376.0,25760.684
603668.SH,20180413,10.92,11.02,10.83,10.85,10.84,0.01,0.09,23240.0,25348.987
603668.SH,20180416,10.9,10.96,10.5,10.6,10.85,-0.25,-2.3,26391.8,28178.095
603668.SH,20180417,10.55,10.68,10.02,10.06,10.6,-0.54,-5.09,31080.4,32130.406
603668.SH,20180418,10.07,10.32,9.9,10.27,10.06,0.21,2.09,19528.2,19746.328
603668.SH,20180419,10.32,10.36,10.2,10.26,10.27,-0.01,-0.1,16995.3,17491.601
603668.SH,20180420,10.29,10.29,9.92,10.0,10.26,-0.26,-2.53,14651.6,14725.387
603668.SH,20180423,10.0,10.22,9.94,10.03,10.0,0.03,0.3,13199.4,13320.182
603668.SH,20180424,10.1,10.34,10.01,10.29,10.03,0.26,2.59,17485.0,17869.111
603668.SH,20180425,10.21,10.41,10.2,10.35,10.29,0.06,0.58,16511.7,17044.263
603668.SH,20180426,10.34,10.6,10.18,10.18,10.35,-0.17,-1.64,20276.57,21067.632
603668.SH,20180427,10.18,10.4,10.09,10.21,10.18,0.03,0.29,10107.4,10332.525
603668.SH,20180502,10.21,10.34,9.96,10.02,10.21,-0.19,-1.86,13075.4,13145.454
603668.SH,20180503,10.03,10.23,9.96,10.21,10.02,0.19,1.9,11518.35,11658.584
603668.SH,20180504,10.21,10.24,10.05,10.11,10.21,-0.1,-0.98,10652.4,10795.106
603668.SH,20180507,10.16,10.32,10.04,10.29,10.11,0.18,1.78,23933.54,24355.533
603668.SH,20180508,10.29,10.93,10.18,10.79,10.29,0.5,4.86,53373.03,55896.806
603668.SH,20180509,10.58,10.83,10.55,10.66,10.79,-0.13,-1.2,34183.46,36464.619
